Model:    gemma3:4b
  [127/1500] B07 → 6  EV=5.24
  [128/1500] B08 → 6  EV=5.10
  [129/1500] B09 → 6  EV=5.20
  [130/1500] B10 → 6  EV=5.00
  [131/1500] B11 → 6  EV=5.02
  [132/1500] B12 → 6  EV=5.15
  [133/1500] B13 → 6  EV=4.97
  [134/1500] B14 → 6  EV=5.15
  [135/1500] B15 → 6  EV=5.26
  [136/1500] B16 → 6  EV=5.14
  [137/1500] B17 → 6  EV=4.92
  [138/1500] B18 → 6  EV=4.96
  [139/1500] B19 → 6  EV=5.00
  [140/1500] B20 → 6  EV=4.86
  [141/1500] B21 → 6  EV=4.81
  [142/1500] B22 → 6  EV=5.13
  [143/1500] B23 → 6  EV=5.36
  [144/1500] B24 → 6  EV=5.17
  [145/1500] B25 → 6  EV=5.03
  [146/1500] B26 → 6  EV=5.25
  [147/1500] B27 → 6  EV=4.99
  [148/1500] B28 → 6  EV=4.85
  [149/1500] B29 → 6  EV=5.17
  [150/1500] B30 → 6  EV=5.02
  [151/1500] B01 → 6  EV=4.75
  [152/1500] B02 → 6  EV=4.59
  [153/1500] B03 → 6  EV=4.71
  [154/1500] B04 → 6  EV=4.68
  [155/1500] B05 → 6  EV=4.65
  [156/1500] B06 → 6  EV=4.62
  [157/1500] B07 → 6  EV=4.68
  [158/1500] B08 → 6  EV=4.70
  [159/1500] B09 → 6  EV=4.55
  [160/1500] B10 → 6  EV=4.70
  [161/1500] B11 → 6  EV=4.71
  [162/1500] B12 → 6  EV=4.69
  [163/1500] B13 → 6  EV=4.66
  [164/1500] B14 → 6  EV=4.61
  [165/1500] B15 → 6  EV=4.51
  [166/1500] B16 → 6  EV=4.65
  [167/1500] B17 → 6  EV=4.49
  [168/1500] B18 → 6  EV=4.53
  [169/1500] B19 → 6  EV=4.68
  [170/1500] B20 → 6  EV=4.56
  [171/1500] B21 → 6  EV=4.58
  [172/1500] B22 → 6  EV=4.75
  [173/1500] B23 → 6  EV=4.78
  [174/1500] B24 → 6  EV=4.63
  [175/1500] B25 → 6  EV=4.59
  [176/1500] B26 → 6  EV=4.77
  [177/1500] B27 → 6  EV=4.64
  [178/1500] B28 → 6  EV=4.49
  [179/1500] B29 → 6  EV=4.64
  [180/1500] B30 → 6  EV=4.73
  [181/1500] B01 → 6  EV=4.62
  [182/1500] B02 → 6  EV=4.53
  [183/1500] B03 → 6  EV=4.82
  [184/1500] B04 → 6  EV=4.51
  [185/1500] B05 → 6  EV=4.66
  [186/1500] B06 → 6  EV=4.71
  [187/1500] B07 → 6  EV=4.99
  [188/1500] B08 → 6  EV=4.82
  [189/1500] B09 → 6  EV=4.73
  [190/1500] B10 → 6  EV=4.52
  [191/1500] B11 → 6  EV=4.77
  [192/1500] B12 → 6  EV=4.62
  [193/1500] B13 → 6  EV=4.54
  [194/1500] B14 → 6  EV=4.59
  [195/1500] B15 → 6  EV=4.93
  [196/1500] B16 → 6  EV=4.90
  [197/1500] B17 → 6  EV=4.70
  [198/1500] B18 → 6  EV=4.53
  [199/1500] B19 → 6  EV=4.55
  [200/1500] B20 → 6  EV=4.59

  Checkpoint: 200/1500 (1.2 prompts/sec)

  [201/1500] B21 → 6  EV=4.39
  [202/1500] B22 → 6  EV=4.58
  [203/1500] B23 → 6  EV=4.42
  [204/1500] B24 → 6  EV=4.56
  [205/1500] B25 → 6  EV=4.70
  [206/1500] B26 → 6  EV=4.63
  [207/1500] B27 → 6  EV=4.59
  [208/1500] B28 → 6  EV=4.57
  [209/1500] B29 → 6  EV=4.53
  [210/1500] B30 → 6  EV=4.74
  [211/1500] B01 → 6  EV=4.40
  [212/1500] B02 → 6  EV=4.47
  [213/1500] B03 → 6  EV=4.67
  [214/1500] B04 → 6  EV=4.45
  [215/1500] B05 → 6  EV=4.56
  [216/1500] B06 → 6  EV=4.47
  [217/1500] B07 → 6  EV=4.74
  [218/1500] B08 → 6  EV=4.46
  [219/1500] B09 → 6  EV=4.54
  [220/1500] B10 → 6  EV=4.50
  [221/1500] B11 → 6  EV=4.60
  [222/1500] B12 → 6  EV=4.57
  [223/1500] B13 → 6  EV=4.52
  [224/1500] B14 → 6  EV=4.52
  [225/1500] B15 → 6  EV=4.80
  [226/1500] B16 → 6  EV=4.75
  [227/1500] B17 → 6  EV=4.54
  [228/1500] B18 → 6  EV=4.52
  [229/1500] B19 → 6  EV=4.52
  [230/1500] B20 → 6  EV=4.44
  [231/1500] B21 → 6  EV=4.46
  [232/1500] B22 → 6  EV=4.50
  [233/1500] B23 → 6  EV=4.54
  [234/1500] B24 → 6  EV=4.38
  [235/1500] B25 → 6  EV=4.77
  [236/1500] B26 → 6  EV=4.73
  [237/1500] B27 → 6  EV=4.60
  [238/1500] B28 → 6  EV=4.46
  [239/1500] B29 → 6  EV=4.44
  [240/1500] B30 → 6  EV=4.64
  [241/1500] B01 → 6  EV=4.68
  [242/1500] B02 → 6  EV=4.56
  [243/1500] B03 → 6  EV=4.79
  [244/1500] B04 → 6  EV=4.73
  [245/1500] B05 → 6  EV=4.70
  [246/1500] B06 → 6  EV=4.67
  [247/1500] B07 → 6  EV=4.80
  [248/1500] B08 → 6  EV=4.55
  [249/1500] B09 → 6  EV=4.69
  [250/1500] B10 → 6  EV=4.70
  [251/1500] B11 → 6  EV=4.74
  [252/1500] B12 → 6  EV=4.72
  [253/1500] B13 → 5  EV=4.56
  [254/1500] B14 → 6  EV=4.85
  [255/1500] B15 → 6  EV=4.90
  [256/1500] B16 → 6  EV=4.83
  [257/1500] B17 → 6  EV=4.69
  [258/1500] B18 → 6  EV=4.67
  [259/1500] B19 → 6  EV=4.81
  [260/1500] B20 → 6  EV=4.64
  [261/1500] B21 → 6  EV=4.50
  [262/1500] B22 → 6  EV=4.65
  [263/1500] B23 → 6  EV=4.55
  [264/1500] B24 → 6  EV=4.77
  [265/1500] B25 → 6  EV=4.68
  [266/1500] B26 → 6  EV=4.84
  [267/1500] B27 → 6  EV=4.72
  [268/1500] B28 → 6  EV=4.67
  [269/1500] B29 → 6  EV=4.57
  [270/1500] B30 → 6  EV=4.77
  [271/1500] B01 → 6  EV=4.54
  [272/1500] B02 → 6  EV=4.63
  [273/1500] B03 → 6  EV=4.80
  [274/1500] B04 → 6  EV=4.78
  [275/1500] B05 → 6  EV=4.72
  [276/1500] B06 → 6  EV=4.51
  [277/1500] B07 → 6  EV=4.73
  [278/1500] B08 → 6  EV=4.60
  [279/1500] B09 → 6  EV=4.83
  [280/1500] B10 → 6  EV=4.65
  [281/1500] B11 → 6  EV=4.77
  [282/1500] B12 → 6  EV=4.74
  [283/1500] B13 → 6  EV=4.87
  [284/1500] B14 → 6  EV=4.89
  [285/1500] B15 → 6  EV=4.85
  [286/1500] B16 → 6  EV=4.93
  [287/1500] B17 → 6  EV=4.62
  [288/1500] B18 → 6  EV=4.56
  [289/1500] B19 → 6  EV=4.81
  [290/1500] B20 → 6  EV=4.64
  [291/1500] B21 → 6  EV=4.56
  [292/1500] B22 → 6  EV=4.66
  [293/1500] B23 → 6  EV=4.66
  [294/1500] B24 → 6  EV=4.84
  [295/1500] B25 → 6  EV=4.69
  [296/1500] B26 → 6  EV=4.94
  [297/1500] B27 → 6  EV=4.58
  [298/1500] B28 → 6  EV=4.64
  [299/1500] B29 → 6  EV=4.66
  [300/1500] B30 → 6  EV=4.61

  Checkpoint: 300/1500 (1.2 prompts/sec)

  [301/1500] B01 → 6  EV=4.36
  [302/1500] B02 → 6  EV=4.39
  [303/1500] B03 → 6  EV=4.62
  [304/1500] B04 → 6  EV=4.40
  [305/1500] B05 → 6  EV=4.47
  [306/1500] B06 → 6  EV=4.31
  [307/1500] B07 → 6  EV=4.55
  [308/1500] B08 → 6  EV=4.44
  [309/1500] B09 → 6  EV=4.51
  [310/1500] B10 → 6  EV=4.44
  [311/1500] B11 → 6  EV=4.53
  [312/1500] B12 → 6  EV=4.57
  [313/1500] B13 → 6  EV=4.57
  [314/1500] B14 → 6  EV=4.60
  [315/1500] B15 → 6  EV=4.36
  [316/1500] B16 → 6  EV=4.58
  [317/1500] B17 → 6  EV=4.42
  [318/1500] B18 → 5  EV=4.32
  [319/1500] B19 → 6  EV=4.59
  [320/1500] B20 → 6  EV=4.35
  [321/1500] B21 → 5  EV=4.28
  [322/1500] B22 → 6  EV=4.47
  [323/1500] B23 → 6  EV=4.43
  [324/1500] B24 → 6  EV=4.49
  [325/1500] B25 → 6  EV=4.66
  [326/1500] B26 → 6  EV=4.62
  [327/1500] B27 → 6  EV=4.31
  [328/1500] B28 → 6  EV=4.41
  [329/1500] B29 → 6  EV=4.33
  [330/1500] B30 → 6  EV=4.50
  [331/1500] B01 → 6  EV=4.84
  [332/1500] B02 → 6  EV=4.76
  [333/1500] B03 → 6  EV=4.92
  [334/1500] B04 → 6  EV=4.94
  [335/1500] B05 → 6  EV=4.81
  [336/1500] B06 → 6  EV=4.74
  [337/1500] B07 → 6  EV=4.88
  [338/1500] B08 → 6  EV=4.91
  [339/1500] B09 → 6  EV=4.79
  [340/1500] B10 → 6  EV=4.88
  [341/1500] B11 → 6  EV=4.83
  [342/1500] B12 → 6  EV=4.76
  [343/1500] B13 → 6  EV=4.77
  [344/1500] B14 → 6  EV=4.91
  [345/1500] B15 → 6  EV=4.84
  [346/1500] B16 → 6  EV=4.87
  [347/1500] B17 → 6  EV=4.65
  [348/1500] B18 → 6  EV=4.65
  [349/1500] B19 → 6  EV=4.66
  [350/1500] B20 → 6  EV=4.68
  [351/1500] B21 → 6  EV=4.69
  [352/1500] B22 → 6  EV=4.91
  [353/1500] B23 → 6  EV=5.01
  [354/1500] B24 → 6  EV=4.91
  [355/1500] B25 → 6  EV=4.92
  [356/1500] B26 → 6  EV=4.64
  [357/1500] B27 → 6  EV=4.62
  [358/1500] B28 → 6  EV=4.78
  [359/1500] B29 → 6  EV=5.02
  [360/1500] B30 → 6  EV=4.87
  [361/1500] B01 → 6  EV=5.01
  [362/1500] B02 → 6  EV=4.77
  [363/1500] B03 → 6  EV=4.97
  [364/1500] B04 → 6  EV=4.88
  [365/1500] B05 → 6  EV=4.68
  [366/1500] B06 → 6  EV=4.67
  [367/1500] B07 → 6  EV=4.76
  [368/1500] B08 → 6  EV=4.89
  [369/1500] B09 → 6  EV=4.70
  [370/1500] B10 → 6  EV=4.75
  [371/1500] B11 → 6  EV=4.73
  [372/1500] B12 → 6  EV=4.84
  [373/1500] B13 → 6  EV=4.82
  [374/1500] B14 → 6  EV=4.93
  [375/1500] B15 → 6  EV=4.90
  [376/1500] B16 → 6  EV=4.84
  [377/1500] B17 → 6  EV=4.69
  [378/1500] B18 → 6  EV=4.69
  [379/1500] B19 → 6  EV=4.78
  [380/1500] B20 → 6  EV=4.62
  [381/1500] B21 → 6  EV=4.72
  [382/1500] B22 → 6  EV=4.95
  [383/1500] B23 → 6  EV=5.01
  [384/1500] B24 → 6  EV=4.79
  [385/1500] B25 → 6  EV=5.03
  [386/1500] B26 → 6  EV=4.85
  [387/1500] B27 → 6  EV=4.47
  [388/1500] B28 → 6  EV=4.61
  [389/1500] B29 → 6  EV=4.97
  [390/1500] B30 → 6  EV=4.95
  [391/1500] B01 → 6  EV=4.68
  [392/1500] B02 → 6  EV=4.62
  [393/1500] B03 → 6  EV=4.78
  [394/1500] B04 → 6  EV=4.75
  [395/1500] B05 → 6  EV=4.74
  [396/1500] B06 → 6  EV=4.57
  [397/1500] B07 → 6  EV=4.86
  [398/1500] B08 → 6  EV=4.76
  [399/1500] B09 → 6  EV=4.87
  [400/1500] B10 → 6  EV=4.73

  Checkpoint: 400/1500 (1.2 prompts/sec)

  [401/1500] B11 → 6  EV=4.80
  [402/1500] B12 → 6  EV=4.80
  [403/1500] B13 → 6  EV=4.75
  [404/1500] B14 → 6  EV=4.63
  [405/1500] B15 → 6  EV=4.92
  [406/1500] B16 → 6  EV=4.90
  [407/1500] B17 → 6  EV=4.71
  [408/1500] B18 → 6  EV=4.56
  [409/1500] B19 → 6  EV=4.60
  [410/1500] B20 → 6  EV=4.57
  [411/1500] B21 → 6  EV=4.60
  [412/1500] B22 → 6  EV=4.67
  [413/1500] B23 → 6  EV=4.73
  [414/1500] B24 → 6  EV=4.57
  [415/1500] B25 → 6  EV=4.65
  [416/1500] B26 → 6  EV=4.94
  [417/1500] B27 → 6  EV=4.50
  [418/1500] B28 → 6  EV=4.62
  [419/1500] B29 → 6  EV=4.61
  [420/1500] B30 → 6  EV=4.69
  [421/1500] B01 → 6  EV=5.09
  [422/1500] B02 → 6  EV=4.92
  [423/1500] B03 → 6  EV=5.05
  [424/1500] B04 → 6  EV=5.06
  [425/1500] B05 → 6  EV=4.90
  [426/1500] B06 → 6  EV=4.50
  [427/1500] B07 → 6  EV=4.93
  [428/1500] B08 → 6  EV=4.95
  [429/1500] B09 → 6  EV=4.91
  [430/1500] B10 → 6  EV=4.90
  [431/1500] B11 → 6  EV=4.99
  [432/1500] B12 → 6  EV=4.93
  [433/1500] B13 → 6  EV=4.98
  [434/1500] B14 → 6  EV=5.11
  [435/1500] B15 → 6  EV=5.14
  [436/1500] B16 → 6  EV=5.04
  [437/1500] B17 → 6  EV=4.65
  [438/1500] B18 → 6  EV=4.83
  [439/1500] B19 → 6  EV=4.87
  [440/1500] B20 → 6  EV=4.69
  [441/1500] B21 → 6  EV=4.99
  [442/1500] B22 → 6  EV=5.09
  [443/1500] B23 → 6  EV=5.12
  [444/1500] B24 → 6  EV=4.94
  [445/1500] B25 → 6  EV=5.16
  [446/1500] B26 → 6  EV=4.86
  [447/1500] B27 → 6  EV=4.61
  [448/1500] B28 → 6  EV=4.65
  [449/1500] B29 → 6  EV=5.02
  [450/1500] B30 → 6  EV=5.14
  [451/1500] B01 → 6  EV=4.73
  [452/1500] B02 → 6  EV=4.65
  [453/1500] B03 → 6  EV=4.94
  [454/1500] B04 → 6  EV=4.67
  [455/1500] B05 → 6  EV=4.84
  [456/1500] B06 → 6  EV=4.64
  [457/1500] B07 → 6  EV=4.90
  [458/1500] B08 → 6  EV=4.83
  [459/1500] B09 → 6  EV=4.97
  [460/1500] B10 → 6  EV=4.75
  [461/1500] B11 → 6  EV=4.95
  [462/1500] B12 → 6  EV=4.83
  [463/1500] B13 → 6  EV=4.86
  [464/1500] B14 → 6  EV=4.64
  [465/1500] B15 → 6  EV=4.49
  [466/1500] B16 → 6  EV=4.97
  [467/1500] B17 → 6  EV=4.70
  [468/1500] B18 → 6  EV=4.58
  [469/1500] B19 → 6  EV=4.63
  [470/1500] B20 → 6  EV=4.58
  [471/1500] B21 → 6  EV=4.58
  [472/1500] B22 → 6  EV=4.68
  [473/1500] B23 → 6  EV=4.85
  [474/1500] B24 → 6  EV=4.60
  [475/1500] B25 → 6  EV=5.07
  [476/1500] B26 → 6  EV=4.70
  [477/1500] B27 → 6  EV=4.76
  [478/1500] B28 → 6  EV=4.70
  [479/1500] B29 → 6  EV=4.80
  [480/1500] B30 → 6  EV=4.70
  [481/1500] B01 → 6  EV=4.82
  [482/1500] B02 → 6  EV=4.80
  [483/1500] B03 → 6  EV=4.97
  [484/1500] B04 → 6  EV=4.83
  [485/1500] B05 → 6  EV=4.92
  [486/1500] B06 → 6  EV=4.85
  [487/1500] B07 → 6  EV=5.02
  [488/1500] B08 → 6  EV=4.75
  [489/1500] B09 → 6  EV=4.94
  [490/1500] B10 → 6  EV=4.87
  [491/1500] B11 → 6  EV=4.99
  [492/1500] B12 → 6  EV=4.92
  [493/1500] B13 → 6  EV=4.88
  [494/1500] B14 → 6  EV=5.05
  [495/1500] B15 → 6  EV=4.68
  [496/1500] B16 → 6  EV=4.99
  [497/1500] B17 → 6  EV=4.69
  [498/1500] B18 → 6  EV=4.70
  [499/1500] B19 → 6  EV=4.82
  [500/1500] B20 → 6  EV=4.74

  Checkpoint: 500/1500 (1.3 prompts/sec)

  [501/1500] B21 → 6  EV=4.86
  [502/1500] B22 → 6  EV=4.95
  [503/1500] B23 → 6  EV=5.02
  [504/1500] B24 → 6  EV=4.98
  [505/1500] B25 → 6  EV=4.89
  [506/1500] B26 → 6  EV=4.83
  [507/1500] B27 → 6  EV=4.64
  [508/1500] B28 → 6  EV=4.75
  [509/1500] B29 → 6  EV=4.85
  [510/1500] B30 → 6  EV=5.00
  [511/1500] B01 → 6  EV=4.73
  [512/1500] B02 → 6  EV=4.57
  [513/1500] B03 → 6  EV=4.84
  [514/1500] B04 → 6  EV=4.72
  [515/1500] B05 → 6  EV=4.76
  [516/1500] B06 → 6  EV=4.50
  [517/1500] B07 → 6  EV=4.85
  [518/1500] B08 → 6  EV=4.77
  [519/1500] B09 → 6  EV=4.81
  [520/1500] B10 → 6  EV=4.62
  [521/1500] B11 → 6  EV=4.78
  [522/1500] B12 → 6  EV=4.76
  [523/1500] B13 → 6  EV=4.77
  [524/1500] B14 → 6  EV=4.62
  [525/1500] B15 → 6  EV=4.87
  [526/1500] B16 → 6  EV=4.85
  [527/1500] B17 → 6  EV=4.52
  [528/1500] B18 → 6  EV=4.57
  [529/1500] B19 → 6  EV=4.71
  [530/1500] B20 → 6  EV=4.56
  [531/1500] B21 → 6  EV=4.48
  [532/1500] B22 → 6  EV=4.74
  [533/1500] B23 → 6  EV=4.77
  [534/1500] B24 → 6  EV=4.57
  [535/1500] B25 → 6  EV=4.70
  [536/1500] B26 → 6  EV=4.69
  [537/1500] B27 → 6  EV=4.75
  [538/1500] B28 → 6  EV=4.69
  [539/1500] B29 → 6  EV=4.80
  [540/1500] B30 → 6  EV=4.75
  [541/1500] B01 → 6  EV=4.76
  [542/1500] B02 → 6  EV=4.67
  [543/1500] B03 → 6  EV=4.76
  [544/1500] B04 → 6  EV=4.75
  [545/1500] B05 → 6  EV=4.69
  [546/1500] B06 → 6  EV=4.67
  [547/1500] B07 → 6  EV=4.82
  [548/1500] B08 → 6  EV=4.82
  [549/1500] B09 → 6  EV=4.87
  [550/1500] B10 → 6  EV=4.59
  [551/1500] B11 → 6  EV=4.84
  [552/1500] B12 → 6  EV=4.79
  [553/1500] B13 → 6  EV=4.63
  [554/1500] B14 → 6  EV=4.70
  [555/1500] B15 → 6  EV=4.41
  [556/1500] B16 → 6  EV=4.88
  [557/1500] B17 → 6  EV=4.71
  [558/1500] B18 → 6  EV=4.57
  [559/1500] B19 → 6  EV=4.60
  [560/1500] B20 → 6  EV=4.60
  [561/1500] B21 → 6  EV=4.55
  [562/1500] B22 → 6  EV=4.79
  [563/1500] B23 → 6  EV=4.76
  [564/1500] B24 → 6  EV=4.54
  [565/1500] B25 → 6  EV=4.89
  [566/1500] B26 → 6  EV=4.93
  [567/1500] B27 → 6  EV=4.57
  [568/1500] B28 → 6  EV=4.61
  [569/1500] B29 → 6  EV=4.60
  [570/1500] B30 → 6  EV=4.75
  [571/1500] B01 → 6  EV=5.05
  [572/1500] B02 → 6  EV=4.99
  [573/1500] B03 → 6  EV=5.29
  [574/1500] B04 → 6  EV=5.20
  [575/1500] B05 → 6  EV=4.95
  [576/1500] B06 → 6  EV=4.60
  [577/1500] B07 → 6  EV=5.03
  [578/1500] B08 → 6  EV=5.12
  [579/1500] B09 → 6  EV=4.94
  [580/1500] B10 → 6  EV=4.98
  [581/1500] B11 → 6  EV=5.08
  [582/1500] B12 → 6  EV=5.04
  [583/1500] B13 → 6  EV=5.21
  [584/1500] B14 → 6  EV=5.15
  [585/1500] B15 → 6  EV=4.73
  [586/1500] B16 → 6  EV=5.05
  [587/1500] B17 → 6  EV=4.77
  [588/1500] B18 → 6  EV=4.91
  [589/1500] B19 → 6  EV=4.85
  [590/1500] B20 → 6  EV=4.84
  [591/1500] B21 → 6  EV=4.99
  [592/1500] B22 → 6  EV=5.18
  [593/1500] B23 → 6  EV=5.37
  [594/1500] B24 → 6  EV=4.71
  [595/1500] B25 → 6  EV=5.32
  [596/1500] B26 → 6  EV=4.84
  [597/1500] B27 → 6  EV=4.62
  [598/1500] B28 → 6  EV=4.76
  [599/1500] B29 → 6  EV=5.30
  [600/1500] B30 → 6  EV=5.14

  Checkpoint: 600/1500 (1.3 prompts/sec)

  [601/1500] B01 → 6  EV=4.73
  [602/1500] B02 → 6  EV=4.64
  [603/1500] B03 → 6  EV=4.80
  [604/1500] B04 → 6  EV=4.64
  [605/1500] B05 → 6  EV=4.71
  [606/1500] B06 → 6  EV=4.55
  [607/1500] B07 → 6  EV=4.82
  [608/1500] B08 → 6  EV=4.67
  [609/1500] B09 → 6  EV=4.72
  [610/1500] B10 → 6  EV=4.69
  [611/1500] B11 → 6  EV=4.77
  [612/1500] B12 → 6  EV=4.74
  [613/1500] B13 → 5  EV=4.64
  [614/1500] B14 → 5  EV=4.63
  [615/1500] B15 → 6  EV=4.53
  [616/1500] B16 → 6  EV=4.88
  [617/1500] B17 → 6  EV=4.65
  [618/1500] B18 → 6  EV=4.79
  [619/1500] B19 → 6  EV=4.82
  [620/1500] B20 → 6  EV=4.57
  [621/1500] B21 → 6  EV=4.62
  [622/1500] B22 → 6  EV=4.69
  [623/1500] B23 → 6  EV=4.65
  [624/1500] B24 → 6  EV=4.81
  [625/1500] B25 → 6  EV=4.99
  [626/1500] B26 → 6  EV=4.72
  [627/1500] B27 → 6  EV=4.54
  [628/1500] B28 → 6  EV=4.74
  [629/1500] B29 → 6  EV=4.62
  [630/1500] B30 → 6  EV=4.68
  [631/1500] B01 → 6  EV=4.87
  [632/1500] B02 → 6  EV=4.71
  [633/1500] B03 → 6  EV=4.95
  [634/1500] B04 → 6  EV=4.88
  [635/1500] B05 → 6  EV=4.85
  [636/1500] B06 → 6  EV=4.91
  [637/1500] B07 → 6  EV=4.95
  [638/1500] B08 → 6  EV=4.87
  [639/1500] B09 → 6  EV=4.85
  [640/1500] B10 → 6  EV=4.75
  [641/1500] B11 → 6  EV=4.92
  [642/1500] B12 → 6  EV=4.84
  [643/1500] B13 → 6  EV=4.95
  [644/1500] B14 → 6  EV=4.76
  [645/1500] B15 → 6  EV=5.05
  [646/1500] B16 → 6  EV=4.93
  [647/1500] B17 → 6  EV=4.72
  [648/1500] B18 → 6  EV=4.74
  [649/1500] B19 → 6  EV=4.76
  [650/1500] B20 → 6  EV=4.71
  [651/1500] B21 → 6  EV=4.76
  [652/1500] B22 → 6  EV=4.89
  [653/1500] B23 → 6  EV=5.15
  [654/1500] B24 → 6  EV=4.62
  [655/1500] B25 → 6  EV=4.79
  [656/1500] B26 → 6  EV=5.04
  [657/1500] B27 → 6  EV=4.58
  [658/1500] B28 → 6  EV=4.80
  [659/1500] B29 → 6  EV=4.73
  [660/1500] B30 → 6  EV=5.02
  [661/1500] B01 → 6  EV=4.53
  [662/1500] B02 → 6  EV=4.36
  [663/1500] B03 → 6  EV=4.51
  [664/1500] B04 → 6  EV=4.42
  [665/1500] B05 → 6  EV=4.48
  [666/1500] B06 → 6  EV=4.18
  [667/1500] B07 → 6  EV=4.55
  [668/1500] B08 → 6  EV=4.37
  [669/1500] B09 → 6  EV=4.45
  [670/1500] B10 → 6  EV=4.41
  [671/1500] B11 → 6  EV=4.54
  [672/1500] B12 → 6  EV=4.55
  [673/1500] B13 → 6  EV=4.59
  [674/1500] B14 → 6  EV=4.61
  [675/1500] B15 → 6  EV=4.25
  [676/1500] B16 → 6  EV=4.46
  [677/1500] B17 → 6  EV=4.32
  [678/1500] B18 → 5  EV=4.36
  [679/1500] B19 → 6  EV=4.56
  [680/1500] B20 → 6  EV=4.38
  [681/1500] B21 → 5  EV=4.38
  [682/1500] B22 → 6  EV=4.44
  [683/1500] B23 → 6  EV=4.55
  [684/1500] B24 → 6  EV=4.49
  [685/1500] B25 → 6  EV=4.63
  [686/1500] B26 → 6  EV=4.59
  [687/1500] B27 → 6  EV=4.23
  [688/1500] B28 → 6  EV=4.40
  [689/1500] B29 → 6  EV=4.50
  [690/1500] B30 → 6  EV=4.52
  [691/1500] B01 → 6  EV=4.62
  [692/1500] B02 → 6  EV=4.63
  [693/1500] B03 → 6  EV=4.87
  [694/1500] B04 → 6  EV=4.80
  [695/1500] B05 → 6  EV=4.75
  [696/1500] B06 → 6  EV=4.48
  [697/1500] B07 → 6  EV=4.75
  [698/1500] B08 → 6  EV=4.79
  [699/1500] B09 → 6  EV=4.68
  [700/1500] B10 → 6  EV=4.62

  Checkpoint: 700/1500 (1.3 prompts/sec)

  [701/1500] B11 → 6  EV=4.76
  [702/1500] B12 → 6  EV=4.70
  [703/1500] B13 → 6  EV=4.78
  [704/1500] B14 → 6  EV=4.85
  [705/1500] B15 → 6  EV=4.48
  [706/1500] B16 → 6  EV=4.73
  [707/1500] B17 → 6  EV=4.64
  [708/1500] B18 → 6  EV=4.65
  [709/1500] B19 → 6  EV=4.70
  [710/1500] B20 → 6  EV=4.63
  [711/1500] B21 → 6  EV=4.69
  [712/1500] B22 → 6  EV=4.81
  [713/1500] B23 → 6  EV=4.93
  [714/1500] B24 → 6  EV=4.77
  [715/1500] B25 → 6  EV=4.93
  [716/1500] B26 → 6  EV=4.72
  [717/1500] B27 → 6  EV=4.72
  [718/1500] B28 → 6  EV=4.60
  [719/1500] B29 → 6  EV=4.66
  [720/1500] B30 → 6  EV=4.74
  [721/1500] B01 → 6  EV=4.79
  [722/1500] B02 → 6  EV=4.61
  [723/1500] B03 → 6  EV=4.75
  [724/1500] B04 → 6  EV=4.81
  [725/1500] B05 → 6  EV=4.69
  [726/1500] B06 → 6  EV=4.70
  [727/1500] B07 → 6  EV=4.72
  [728/1500] B08 → 6  EV=4.67
  [729/1500] B09 → 6  EV=4.69
  [730/1500] B10 → 6  EV=4.73
  [731/1500] B11 → 6  EV=4.69
  [732/1500] B12 → 6  EV=4.66
  [733/1500] B13 → 6  EV=4.83
  [734/1500] B14 → 6  EV=4.91
  [735/1500] B15 → 6  EV=4.51
  [736/1500] B16 → 6  EV=4.70
  [737/1500] B17 → 6  EV=4.49
  [738/1500] B18 → 6  EV=4.59
  [739/1500] B19 → 6  EV=4.68
  [740/1500] B20 → 6  EV=4.58
  [741/1500] B21 → 6  EV=4.70
  [742/1500] B22 → 6  EV=4.75
  [743/1500] B23 → 6  EV=4.91
  [744/1500] B24 → 6  EV=4.46
  [745/1500] B25 → 6  EV=4.83
  [746/1500] B26 → 6  EV=4.81
  [747/1500] B27 → 6  EV=4.49
  [748/1500] B28 → 6  EV=4.54
  [749/1500] B29 → 6  EV=4.75
  [750/1500] B30 → 6  EV=4.82
  [751/1500] B01 → 6  EV=4.35
  [752/1500] B02 → 6  EV=4.56
  [753/1500] B03 → 6  EV=4.67
  [754/1500] B04 → 6  EV=4.71
  [755/1500] B05 → 6  EV=4.66
  [756/1500] B06 → 6  EV=4.35
  [757/1500] B07 → 6  EV=4.79
  [758/1500] B08 → 6  EV=4.41
  [759/1500] B09 → 6  EV=4.60
  [760/1500] B10 → 6  EV=4.65
  [761/1500] B11 → 6  EV=4.70
  [762/1500] B12 → 6  EV=4.78
  [763/1500] B13 → 6  EV=4.51
  [764/1500] B14 → 6  EV=4.81
  [765/1500] B15 → 6  EV=4.46
  [766/1500] B16 → 6  EV=4.72
  [767/1500] B17 → 6  EV=4.48
  [768/1500] B18 → 6  EV=4.44
  [769/1500] B19 → 6  EV=4.62
  [770/1500] B20 → 6  EV=4.40
  [771/1500] B21 → 6  EV=4.48
  [772/1500] B22 → 6  EV=4.63
  [773/1500] B23 → 6  EV=4.49
  [774/1500] B24 → 6  EV=4.67
  [775/1500] B25 → 6  EV=4.82
  [776/1500] B26 → 6  EV=4.79
  [777/1500] B27 → 6  EV=4.60
  [778/1500] B28 → 6  EV=4.50
  [779/1500] B29 → 6  EV=4.42
  [780/1500] B30 → 6  EV=4.61
  [781/1500] B01 → 6  EV=5.07
  [782/1500] B02 → 6  EV=4.97
  [783/1500] B03 → 6  EV=5.17
