Model:    phi4-mini:latest
  [9308/12000] B08 → 6  EV=4.17
  [9309/12000] B09 → 1  EV=3.22
  [9310/12000] B10 → 1  EV=3.52
  [9311/12000] B11 → 1  EV=2.13
  [9312/12000] B12 → 6  EV=4.51
  [9313/12000] B13 → 6  EV=5.73
  [9314/12000] B14 → 6  EV=4.89
  [9315/12000] B15 → 1  EV=3.16
  [9316/12000] B16 → 1  EV=2.47
  [9317/12000] B17 → 6  EV=4.41
  [9318/12000] B18 → 6  EV=4.17
  [9319/12000] B19 → 1  EV=3.54
  [9320/12000] B20 → 1  EV=2.43
  [9321/12000] B21 → 6  EV=4.16
  [9322/12000] B22 → 1  EV=3.75
  [9323/12000] B23 → 6  EV=4.37
  [9324/12000] B24 → 3  EV=3.54
  [9325/12000] B25 → 1  EV=3.16
  [9326/12000] B26 → 1  EV=3.12
  [9327/12000] B27 → 1  EV=3.23
  [9328/12000] B28 → 1  EV=3.21
  [9329/12000] B29 → 1  EV=2.49
  [9330/12000] B30 → 6  EV=4.12
  [9331/12000] B01 → 6  EV=4.12
  [9332/12000] B02 → 6  EV=3.95
  [9333/12000] B03 → 6  EV=3.92
  [9334/12000] B04 → 6  EV=4.69
  [9335/12000] B05 → 1  EV=2.67
  [9336/12000] B06 → 1  EV=1.46
  [9337/12000] B07 → 1  EV=2.93
  [9338/12000] B08 → 3  EV=3.76
  [9339/12000] B09 → 1  EV=3.20
  [9340/12000] B10 → 6  EV=4.28
  [9341/12000] B11 → 6  EV=4.13
  [9342/12000] B12 → 6  EV=4.22
  [9343/12000] B13 → 6  EV=5.52
  [9344/12000] B14 → 3  EV=3.38
  [9345/12000] B15 → 3  EV=3.43
  [9346/12000] B16 → 1  EV=2.76
  [9347/12000] B17 → 6  EV=4.77
  [9348/12000] B18 → 6  EV=4.27
  [9349/12000] B19 → 6  EV=4.24
  [9350/12000] B20 → 2  EV=3.74
  [9351/12000] B21 → 6  EV=4.28
  [9352/12000] B22 → 6  EV=3.78
  [9353/12000] B23 → 6  EV=4.22
  [9354/12000] B24 → 3  EV=3.12
  [9355/12000] B25 → 2  EV=2.81
  [9356/12000] B26 → 3  EV=2.96
  [9357/12000] B27 → 2  EV=3.42
  [9358/12000] B28 → 3  EV=3.73
  [9359/12000] B29 → 6  EV=3.85
  [9360/12000] B30 → 6  EV=4.81
  [9361/12000] B01 → 6  EV=4.98
  [9362/12000] B02 → 6  EV=5.41
  [9363/12000] B03 → 6  EV=4.09
  [9364/12000] B04 → 6  EV=5.04
  [9365/12000] B05 → 1  EV=2.75
  [9366/12000] B06 → 1  EV=1.67
  [9367/12000] B07 → 4  EV=3.89
  [9368/12000] B08 → 6  EV=4.41
  [9369/12000] B09 → 4  EV=3.59
  [9370/12000] B10 → 6  EV=5.16
  [9371/12000] B11 → 6  EV=3.92
  [9372/12000] B12 → 6  EV=4.64
  [9373/12000] B13 → 6  EV=5.91
  [9374/12000] B14 → 4  EV=4.15
  [9375/12000] B15 → 3  EV=3.87
  [9376/12000] B16 → 4  EV=3.51
  [9377/12000] B17 → 6  EV=4.79
  [9378/12000] B18 → 6  EV=4.37
  [9379/12000] B19 → 6  EV=5.44
  [9380/12000] B20 → 6  EV=3.94
  [9381/12000] B21 → 6  EV=4.59
  [9382/12000] B22 → 6  EV=5.48
  [9383/12000] B23 → 6  EV=3.65
  [9384/12000] B24 → 4  EV=3.79
  [9385/12000] B25 → 1  EV=2.83
  [9386/12000] B26 → 6  EV=3.57
  [9387/12000] B27 → 6  EV=4.03
  [9388/12000] B28 → 3  EV=3.68
  [9389/12000] B29 → 6  EV=4.98
  [9390/12000] B30 → 6  EV=4.19
  [9391/12000] B01 → 6  EV=5.72
  [9392/12000] B02 → 1  EV=3.43
  [9393/12000] B03 → 6  EV=4.97
  [9394/12000] B04 → 6  EV=4.16
  [9395/12000] B05 → 1  EV=2.88
  [9396/12000] B06 → 1  EV=2.02
  [9397/12000] B07 → 1  EV=2.92
  [9398/12000] B08 → 7  EV=4.06
  [9399/12000] B09 → 1  EV=3.11
  [9400/12000] B10 → 1  EV=3.57

  Checkpoint: 9400/12000 (1.1 prompts/sec)

  [9401/12000] B11 → 1  EV=1.86
  [9402/12000] B12 → 1  EV=3.52
  [9403/12000] B13 → 6  EV=4.79
  [9404/12000] B14 → 6  EV=4.59
  [9405/12000] B15 → 3  EV=3.36
  [9406/12000] B16 → 1  EV=2.65
  [9407/12000] B17 → 2  EV=3.80
  [9408/12000] B18 → 6  EV=3.67
  [9409/12000] B19 → 1  EV=3.26
  [9410/12000] B20 → 1  EV=2.19
  [9411/12000] B21 → 3  EV=3.45
  [9412/12000] B22 → 6  EV=5.02
  [9413/12000] B23 → 6  EV=4.85
  [9414/12000] B24 → 1  EV=3.15
  [9415/12000] B25 → 2  EV=3.47
  [9416/12000] B26 → 1  EV=2.55
  [9417/12000] B27 → 1  EV=2.55
  [9418/12000] B28 → 3  EV=3.36
  [9419/12000] B29 → 1  EV=2.15
  [9420/12000] B30 → 6  EV=4.79
  [9421/12000] B01 → 1  EV=3.27
  [9422/12000] B02 → 1  EV=3.13
  [9423/12000] B03 → 6  EV=3.73
  [9424/12000] B04 → 3  EV=2.96
  [9425/12000] B05 → 3  EV=2.84
  [9426/12000] B06 → 1  EV=2.20
  [9427/12000] B07 → 4  EV=3.29
  [9428/12000] B08 → 1  EV=2.79
  [9429/12000] B09 → 3  EV=3.57
  [9430/12000] B10 → 1  EV=3.34
  [9431/12000] B11 → 3  EV=3.50
  [9432/12000] B12 → 1  EV=3.35
  [9433/12000] B13 → 3  EV=3.25
  [9434/12000] B14 → 3  EV=3.42
  [9435/12000] B15 → 3  EV=3.10
  [9436/12000] B16 → 3  EV=2.94
  [9437/12000] B17 → 4  EV=3.70
  [9438/12000] B18 → 1  EV=3.16
  [9439/12000] B19 → 1  EV=3.05
  [9440/12000] B20 → 1  EV=2.12
  [9441/12000] B21 → 3  EV=3.01
  [9442/12000] B22 → 1  EV=2.69
  [9443/12000] B23 → 1  EV=3.54
  [9444/12000] B24 → 1  EV=2.52
  [9445/12000] B25 → 2  EV=3.53
  [9446/12000] B26 → 1  EV=2.95
  [9447/12000] B27 → 1  EV=3.20
  [9448/12000] B28 → 3  EV=3.03
  [9449/12000] B29 → 6  EV=4.33
  [9450/12000] B30 → 1  EV=3.24
  [9451/12000] B01 → 1  EV=3.72
  [9452/12000] B02 → 6  EV=4.99
  [9453/12000] B03 → 1  EV=3.43
  [9454/12000] B04 → 6  EV=4.54
  [9455/12000] B05 → 1  EV=2.44
  [9456/12000] B06 → 1  EV=1.11
  [9457/12000] B07 → 1  EV=3.00
  [9458/12000] B08 → 1  EV=2.95
  [9459/12000] B09 → 1  EV=3.06
  [9460/12000] B10 → 6  EV=5.56
  [9461/12000] B11 → 1  EV=1.52
  [9462/12000] B12 → 1  EV=3.81
  [9463/12000] B13 → 6  EV=4.50
  [9464/12000] B14 → 6  EV=4.21
  [9465/12000] B15 → 3  EV=3.11
  [9466/12000] B16 → 1  EV=3.07
  [9467/12000] B17 → 6  EV=4.16
  [9468/12000] B18 → 6  EV=3.68
  [9469/12000] B19 → 1  EV=3.21
  [9470/12000] B20 → 1  EV=2.09
  [9471/12000] B21 → 6  EV=3.99
  [9472/12000] B22 → 6  EV=4.80
  [9473/12000] B23 → 6  EV=4.98
  [9474/12000] B24 → 1  EV=2.90
  [9475/12000] B25 → 1  EV=2.72
  [9476/12000] B26 → 1  EV=2.70
  [9477/12000] B27 → 1  EV=2.53
  [9478/12000] B28 → 1  EV=2.96
  [9479/12000] B29 → 6  EV=4.79
  [9480/12000] B30 → 6  EV=4.75
  [9481/12000] B01 → 2  EV=2.53
  [9482/12000] B02 → 1  EV=2.62
  [9483/12000] B03 → 1  EV=2.35
  [9484/12000] B04 → 2  EV=2.86
  [9485/12000] B05 → 1  EV=2.57
  [9486/12000] B06 → 1  EV=2.45
  [9487/12000] B07 → 1  EV=2.70
  [9488/12000] B08 → 1  EV=2.81
  [9489/12000] B09 → 1  EV=3.57
  [9490/12000] B10 → 1  EV=2.80
  [9491/12000] B11 → 3  EV=3.69
  [9492/12000] B12 → 1  EV=2.86
  [9493/12000] B13 → 2  EV=2.61
  [9494/12000] B14 → 3  EV=2.89
  [9495/12000] B15 → 3  EV=2.97
  [9496/12000] B16 → 2  EV=2.75
  [9497/12000] B17 → 6  EV=4.44
  [9498/12000] B18 → 1  EV=2.23
  [9499/12000] B19 → 1  EV=2.13
  [9500/12000] B20 → 3  EV=2.70

  Checkpoint: 9500/12000 (1.1 prompts/sec)

  [9501/12000] B21 → 3  EV=3.07
  [9502/12000] B22 → 2  EV=3.25
  [9503/12000] B23 → 2  EV=3.53
  [9504/12000] B24 → 1  EV=2.56
  [9505/12000] B25 → 7  EV=3.96
  [9506/12000] B26 → 3  EV=3.29
  [9507/12000] B27 → 1  EV=3.04
  [9508/12000] B28 → 3  EV=2.79
  [9509/12000] B29 → 1  EV=3.31
  [9510/12000] B30 → 1  EV=2.62
  [9511/12000] B01 → 1  EV=3.63
  [9512/12000] B02 → 6  EV=4.73
  [9513/12000] B03 → 6  EV=4.06
  [9514/12000] B04 → 7  EV=5.00
  [9515/12000] B05 → 1  EV=1.81
  [9516/12000] B06 → 1  EV=1.15
  [9517/12000] B07 → 1  EV=2.54
  [9518/12000] B08 → 1  EV=3.59
  [9519/12000] B09 → 1  EV=2.54
  [9520/12000] B10 → 1  EV=3.63
  [9521/12000] B11 → 6  EV=3.55
  [9522/12000] B12 → 6  EV=5.15
  [9523/12000] B13 → 6  EV=5.73
  [9524/12000] B14 → 1  EV=3.40
  [9525/12000] B15 → 3  EV=3.41
  [9526/12000] B16 → 1  EV=2.97
  [9527/12000] B17 → 6  EV=4.46
  [9528/12000] B18 → 6  EV=3.93
  [9529/12000] B19 → 6  EV=4.62
  [9530/12000] B20 → 1  EV=2.23
  [9531/12000] B21 → 3  EV=3.60
  [9532/12000] B22 → 6  EV=4.21
  [9533/12000] B23 → 6  EV=3.95
  [9534/12000] B24 → 1  EV=3.03
  [9535/12000] B25 → 1  EV=2.96
  [9536/12000] B26 → 1  EV=2.45
  [9537/12000] B27 → 1  EV=3.14
  [9538/12000] B28 → 3  EV=3.51
  [9539/12000] B29 → 6  EV=5.47
  [9540/12000] B30 → 6  EV=4.52
  [9541/12000] B01 → 6  EV=5.74
  [9542/12000] B02 → 6  EV=4.36
  [9543/12000] B03 → 6  EV=4.43
  [9544/12000] B04 → 6  EV=5.19
  [9545/12000] B05 → 1  EV=2.06
  [9546/12000] B06 → 1  EV=1.37
  [9547/12000] B07 → 1  EV=2.79
  [9548/12000] B08 → 6  EV=4.00
  [9549/12000] B09 → 3  EV=3.37
  [9550/12000] B10 → 6  EV=5.62
  [9551/12000] B11 → 1  EV=1.70
  [9552/12000] B12 → 6  EV=5.31
  [9553/12000] B13 → 6  EV=4.85
  [9554/12000] B14 → 6  EV=4.07
  [9555/12000] B15 → 3  EV=3.38
  [9556/12000] B16 → 6  EV=3.87
  [9557/12000] B17 → 6  EV=4.40
  [9558/12000] B18 → 6  EV=4.11
  [9559/12000] B19 → 6  EV=4.29
  [9560/12000] B20 → 1  EV=2.42
  [9561/12000] B21 → 6  EV=3.77
  [9562/12000] B22 → 6  EV=5.64
  [9563/12000] B23 → 6  EV=5.27
  [9564/12000] B24 → 3  EV=3.34
  [9565/12000] B25 → 2  EV=3.18
  [9566/12000] B26 → 2  EV=2.94
  [9567/12000] B27 → 1  EV=2.50
  [9568/12000] B28 → 6  EV=3.54
  [9569/12000] B29 → 6  EV=4.10
  [9570/12000] B30 → 6  EV=4.96
  [9571/12000] B01 → 6  EV=4.03
  [9572/12000] B02 → 1  EV=2.92
  [9573/12000] B03 → 2  EV=3.25
  [9574/12000] B04 → 2  EV=3.19
  [9575/12000] B05 → 1  EV=2.27
  [9576/12000] B06 → 1  EV=2.07
  [9577/12000] B07 → 4  EV=2.90
  [9578/12000] B08 → 1  EV=2.72
  [9579/12000] B09 → 1  EV=2.87
  [9580/12000] B10 → 1  EV=2.97
  [9581/12000] B11 → 1  EV=2.90
  [9582/12000] B12 → 1  EV=2.96
  [9583/12000] B13 → 6  EV=4.15
  [9584/12000] B14 → 1  EV=2.89
  [9585/12000] B15 → 3  EV=3.09
  [9586/12000] B16 → 1  EV=2.61
  [9587/12000] B17 → 4  EV=4.00
  [9588/12000] B18 → 1  EV=2.88
  [9589/12000] B19 → 1  EV=2.80
  [9590/12000] B20 → 6  EV=3.82
  [9591/12000] B21 → 1  EV=2.47
  [9592/12000] B22 → 6  EV=3.59
  [9593/12000] B23 → 6  EV=4.54
  [9594/12000] B24 → 1  EV=2.90
  [9595/12000] B25 → 1  EV=2.80
  [9596/12000] B26 → 3  EV=3.00
  [9597/12000] B27 → 2  EV=3.01
  [9598/12000] B28 → 3  EV=3.21
  [9599/12000] B29 → 1  EV=2.59
  [9600/12000] B30 → 3  EV=2.89

  Checkpoint: 9600/12000 (1.1 prompts/sec)

  [9601/12000] B01 → 2  EV=3.17
  [9602/12000] B02 → 1  EV=2.19
  [9603/12000] B03 → 1  EV=2.03
  [9604/12000] B04 → 1  EV=2.37
  [9605/12000] B05 → 1  EV=3.42
  [9606/12000] B06 → 1  EV=1.93
  [9607/12000] B07 → 1  EV=3.37
  [9608/12000] B08 → 1  EV=2.45
  [9609/12000] B09 → 1  EV=3.26
  [9610/12000] B10 → 1  EV=3.13
  [9611/12000] B11 → 6  EV=3.63
  [9612/12000] B12 → 1  EV=3.30
  [9613/12000] B13 → 6  EV=5.32
  [9614/12000] B14 → 1  EV=2.50
  [9615/12000] B15 → 4  EV=3.82
  [9616/12000] B16 → 4  EV=4.39
  [9617/12000] B17 → 6  EV=4.78
  [9618/12000] B18 → 1  EV=1.62
  [9619/12000] B19 → 6  EV=4.39
  [9620/12000] B20 → 1  EV=2.40
  [9621/12000] B21 → 6  EV=4.26
  [9622/12000] B22 → 6  EV=3.89
  [9623/12000] B23 → 1  EV=2.76
  [9624/12000] B24 → 4  EV=3.50
  [9625/12000] B25 → 6  EV=4.36
  [9626/12000] B26 → 1  EV=3.00
  [9627/12000] B27 → 2  EV=3.60
  [9628/12000] B28 → 3  EV=3.17
  [9629/12000] B29 → 1  EV=2.93
  [9630/12000] B30 → 1  EV=2.43
  [9631/12000] B01 → 1  EV=3.31
  [9632/12000] B02 → 1  EV=3.41
  [9633/12000] B03 → 1  EV=1.60
  [9634/12000] B04 → 1  EV=2.68
  [9635/12000] B05 → 7  EV=4.42
  [9636/12000] B06 → 1  EV=3.63
  [9637/12000] B07 → 4  EV=3.09
  [9638/12000] B08 → 1  EV=2.89
  [9639/12000] B09 → 1  EV=3.49
  [9640/12000] B10 → 1  EV=3.07
  [9641/12000] B11 → 1  EV=3.36
  [9642/12000] B12 → 1  EV=3.07
  [9643/12000] B13 → 4  EV=4.29
  [9644/12000] B14 → 1  EV=3.51
  [9645/12000] B15 → 3  EV=3.79
  [9646/12000] B16 → 1  EV=2.92
  [9647/12000] B17 → 7  EV=4.01
  [9648/12000] B18 → 1  EV=2.35
  [9649/12000] B19 → 1  EV=2.49
  [9650/12000] B20 → 1  EV=3.79
  [9651/12000] B21 → 1  EV=3.05
  [9652/12000] B22 → 1  EV=3.68
  [9653/12000] B23 → 4  EV=4.77
  [9654/12000] B24 → 1  EV=3.37
  [9655/12000] B25 → 1  EV=3.81
  [9656/12000] B26 → 7  EV=4.06
  [9657/12000] B27 → 1  EV=2.87
  [9658/12000] B28 → 1  EV=3.60
  [9659/12000] B29 → 1  EV=3.15
  [9660/12000] B30 → 1  EV=2.54
  [9661/12000] B01 → 6  EV=5.70
  [9662/12000] B02 → 6  EV=4.92
  [9663/12000] B03 → 6  EV=4.44
  [9664/12000] B04 → 6  EV=5.05
  [9665/12000] B05 → 3  EV=3.74
  [9666/12000] B06 → 1  EV=2.36
  [9667/12000] B07 → 4  EV=3.64
  [9668/12000] B08 → 6  EV=3.93
  [9669/12000] B09 → 3  EV=3.70
  [9670/12000] B10 → 6  EV=5.14
  [9671/12000] B11 → 6  EV=4.70
  [9672/12000] B12 → 6  EV=5.31
  [9673/12000] B13 → 6  EV=4.70
  [9674/12000] B14 → 6  EV=4.64
  [9675/12000] B15 → 3  EV=4.28
  [9676/12000] B16 → 3  EV=3.83
  [9677/12000] B17 → 6  EV=4.40
  [9678/12000] B18 → 6  EV=4.22
  [9679/12000] B19 → 6  EV=5.17
  [9680/12000] B20 → 3  EV=3.57
  [9681/12000] B21 → 6  EV=4.35
  [9682/12000] B22 → 6  EV=3.98
  [9683/12000] B23 → 6  EV=3.87
  [9684/12000] B24 → 3  EV=3.93
  [9685/12000] B25 → 3  EV=3.09
  [9686/12000] B26 → 6  EV=3.53
  [9687/12000] B27 → 3  EV=3.62
  [9688/12000] B28 → 3  EV=3.84
  [9689/12000] B29 → 1  EV=3.56
  [9690/12000] B30 → 6  EV=4.85
  [9691/12000] B01 → 6  EV=4.11
  [9692/12000] B02 → 1  EV=2.07
  [9693/12000] B03 → 1  EV=1.45
  [9694/12000] B04 → 1  EV=3.46
  [9695/12000] B05 → 1  EV=1.98
  [9696/12000] B06 → 1  EV=2.24
  [9697/12000] B07 → 1  EV=3.07
  [9698/12000] B08 → 1  EV=3.49
  [9699/12000] B09 → 1  EV=3.86
  [9700/12000] B10 → 1  EV=2.60

  Checkpoint: 9700/12000 (1.1 prompts/sec)

  [9701/12000] B11 → 1  EV=2.94
  [9702/12000] B12 → 1  EV=3.06
  [9703/12000] B13 → 6  EV=4.80
  [9704/12000] B14 → 1  EV=1.79
  [9705/12000] B15 → 3  EV=3.67
  [9706/12000] B16 → 3  EV=3.26
  [9707/12000] B17 → 6  EV=4.31
  [9708/12000] B18 → 1  EV=1.73
  [9709/12000] B19 → 1  EV=1.67
  [9710/12000] B20 → 3  EV=2.85
  [9711/12000] B21 → 1  EV=1.94
  [9712/12000] B22 → 1  EV=2.87
  [9713/12000] B23 → 6  EV=4.17
  [9714/12000] B24 → 1  EV=3.72
  [9715/12000] B25 → 1  EV=3.61
  [9716/12000] B26 → 1  EV=2.89
  [9717/12000] B27 → 1  EV=3.29
  [9718/12000] B28 → 3  EV=3.02
  [9719/12000] B29 → 1  EV=2.64
  [9720/12000] B30 → 1  EV=2.61
  [9721/12000] B01 → 3  EV=3.26
  [9722/12000] B02 → 1  EV=3.04
  [9723/12000] B03 → 3  EV=2.64
  [9724/12000] B04 → 4  EV=3.63
  [9725/12000] B05 → 4  EV=4.21
  [9726/12000] B06 → 1  EV=3.89
  [9727/12000] B07 → 4  EV=3.83
  [9728/12000] B08 → 2  EV=2.95
  [9729/12000] B09 → 4  EV=4.35
  [9730/12000] B10 → 3  EV=3.64
  [9731/12000] B11 → 1  EV=3.91
  [9732/12000] B12 → 4  EV=3.65
  [9733/12000] B13 → 4  EV=3.64
  [9734/12000] B14 → 4  EV=3.61
  [9735/12000] B15 → 3  EV=3.95
  [9736/12000] B16 → 4  EV=3.64
  [9737/12000] B17 → 6  EV=5.08
  [9738/12000] B18 → 4  EV=3.67
  [9739/12000] B19 → 1  EV=3.01
  [9740/12000] B20 → 3  EV=2.86
  [9741/12000] B21 → 3  EV=3.82
  [9742/12000] B22 → 4  EV=3.81
  [9743/12000] B23 → 3  EV=3.11
  [9744/12000] B24 → 4  EV=4.16
  [9745/12000] B25 → 6  EV=4.58
  [9746/12000] B26 → 6  EV=4.21
  [9747/12000] B27 → 3  EV=3.78
  [9748/12000] B28 → 3  EV=3.71
  [9749/12000] B29 → 4  EV=3.60
  [9750/12000] B30 → 3  EV=3.20
  [9751/12000] B01 → 7  EV=5.24
  [9752/12000] B02 → 1  EV=2.16
  [9753/12000] B03 → 2  EV=3.22
  [9754/12000] B04 → 1  EV=3.35
  [9755/12000] B05 → 1  EV=1.74
  [9756/12000] B06 → 1  EV=1.40
  [9757/12000] B07 → 1  EV=2.70
  [9758/12000] B08 → 1  EV=3.28
  [9759/12000] B09 → 1  EV=2.30
  [9760/12000] B10 → 7  EV=4.44
  [9761/12000] B11 → 2  EV=3.46
  [9762/12000] B12 → 7  EV=3.95
  [9763/12000] B13 → 1  EV=3.70
  [9764/12000] B14 → 1  EV=2.16
  [9765/12000] B15 → 1  EV=3.31
  [9766/12000] B16 → 1  EV=2.44
  [9767/12000] B17 → 7  EV=4.02
  [9768/12000] B18 → 1  EV=3.12
  [9769/12000] B19 → 1  EV=2.82
  [9770/12000] B20 → 1  EV=1.64
  [9771/12000] B21 → 1  EV=3.33
  [9772/12000] B22 → 6  EV=3.85
  [9773/12000] B23 → 6  EV=4.49
  [9774/12000] B24 → 1  EV=2.68
  [9775/12000] B25 → 2  EV=3.33
  [9776/12000] B26 → 1  EV=2.57
  [9777/12000] B27 → 2  EV=3.12
  [9778/12000] B28 → 3  EV=3.06
  [9779/12000] B29 → 1  EV=1.83
  [9780/12000] B30 → 6  EV=3.78
  [9781/12000] B01 → 6  EV=5.67
  [9782/12000] B02 → 6  EV=3.86
  [9783/12000] B03 → 6  EV=3.93
  [9784/12000] B04 → 6  EV=5.10
  [9785/12000] B05 → 1  EV=2.21
  [9786/12000] B06 → 1  EV=1.20
  [9787/12000] B07 → 6  EV=3.60
  [9788/12000] B08 → 6  EV=3.88
  [9789/12000] B09 → 1  EV=3.31
  [9790/12000] B10 → 6  EV=3.92
  [9791/12000] B11 → 6  EV=4.12
  [9792/12000] B12 → 6  EV=5.85
  [9793/12000] B13 → 6  EV=5.44
  [9794/12000] B14 → 6  EV=5.15
  [9795/12000] B15 → 3  EV=3.39
  [9796/12000] B16 → 6  EV=3.93
  [9797/12000] B17 → 6  EV=4.31
  [9798/12000] B18 → 6  EV=4.25
  [9799/12000] B19 → 6  EV=4.20
  [9800/12000] B20 → 6  EV=4.02

  Checkpoint: 9800/12000 (1.1 prompts/sec)

  [9801/12000] B21 → 1  EV=3.46
  [9802/12000] B22 → 6  EV=5.38
  [9803/12000] B23 → 6  EV=5.19
  [9804/12000] B24 → 6  EV=4.04
  [9805/12000] B25 → 1  EV=2.43
  [9806/12000] B26 → 1  EV=2.67
  [9807/12000] B27 → 1  EV=3.46
  [9808/12000] B28 → 6  EV=4.34
  [9809/12000] B29 → 6  EV=4.81
  [9810/12000] B30 → 1  EV=3.75
  [9811/12000] B01 → 1  EV=1.99
  [9812/12000] B02 → 1  EV=2.41
  [9813/12000] B03 → 2  EV=2.96
  [9814/12000] B04 → 1  EV=2.92
  [9815/12000] B05 → 1  EV=2.03
  [9816/12000] B06 → 1  EV=1.24
  [9817/12000] B07 → 1  EV=2.44
  [9818/12000] B08 → 1  EV=2.94
  [9819/12000] B09 → 1  EV=2.15
  [9820/12000] B10 → 7  EV=4.05
  [9821/12000] B11 → 2  EV=3.27
  [9822/12000] B12 → 1  EV=2.55
  [9823/12000] B13 → 2  EV=4.13
  [9824/12000] B14 → 2  EV=3.72
  [9825/12000] B15 → 1  EV=3.00
  [9826/12000] B16 → 1  EV=2.58
  [9827/12000] B17 → 6  EV=4.17
  [9828/12000] B18 → 1  EV=2.59
  [9829/12000] B19 → 1  EV=2.67
  [9830/12000] B20 → 1  EV=1.57
  [9831/12000] B21 → 1  EV=3.40
  [9832/12000] B22 → 1  EV=3.36
  [9833/12000] B23 → 1  EV=3.06
  [9834/12000] B24 → 1  EV=2.52
  [9835/12000] B25 → 1  EV=2.07
  [9836/12000] B26 → 1  EV=2.52
  [9837/12000] B27 → 1  EV=2.15
  [9838/12000] B28 → 1  EV=2.33
  [9839/12000] B29 → 6  EV=4.30
  [9840/12000] B30 → 1  EV=3.40
  [9841/12000] B01 → 6  EV=4.86
  [9842/12000] B02 → 1  EV=3.71
  [9843/12000] B03 → 6  EV=3.87
  [9844/12000] B04 → 6  EV=5.41
  [9845/12000] B05 → 1  EV=3.20
  [9846/12000] B06 → 1  EV=1.20
  [9847/12000] B07 → 1  EV=2.67
  [9848/12000] B08 → 1  EV=3.88
  [9849/12000] B09 → 1  EV=3.05
  [9850/12000] B10 → 6  EV=5.86
  [9851/12000] B11 → 6  EV=3.70
  [9852/12000] B12 → 6  EV=4.09
  [9853/12000] B13 → 6  EV=5.74
  [9854/12000] B14 → 6  EV=4.86
  [9855/12000] B15 → 1  EV=2.77
  [9856/12000] B16 → 1  EV=2.38
  [9857/12000] B17 → 6  EV=4.12
  [9858/12000] B18 → 6  EV=3.98
  [9859/12000] B19 → 6  EV=3.87
  [9860/12000] B20 → 1  EV=2.12
  [9861/12000] B21 → 6  EV=4.00
  [9862/12000] B22 → 6  EV=5.27
  [9863/12000] B23 → 6  EV=4.88
  [9864/12000] B24 → 1  EV=3.18
  [9865/12000] B25 → 1  EV=2.53
  [9866/12000] B26 → 1  EV=3.14
  [9867/12000] B27 → 1  EV=2.48
  [9868/12000] B28 → 1  EV=3.04
  [9869/12000] B29 → 1  EV=3.21
  [9870/12000] B30 → 6  EV=4.72
  [9871/12000] B01 → 6  EV=4.32
  [9872/12000] B02 → 1  EV=2.56
  [9873/12000] B03 → 1  EV=2.91
  [9874/12000] B04 → 2  EV=2.96
  [9875/12000] B05 → 1  EV=2.86
  [9876/12000] B06 → 1  EV=2.25
  [9877/12000] B07 → 1  EV=2.66
  [9878/12000] B08 → 1  EV=3.17
  [9879/12000] B09 → 1  EV=2.61
  [9880/12000] B10 → 1  EV=3.18
  [9881/12000] B11 → 1  EV=2.27
  [9882/12000] B12 → 1  EV=3.40
  [9883/12000] B13 → 6  EV=5.09
  [9884/12000] B14 → 2  EV=3.87
  [9885/12000] B15 → 3  EV=3.13
  [9886/12000] B16 → 2  EV=2.71
  [9887/12000] B17 → 6  EV=4.27
  [9888/12000] B18 → 1  EV=3.07
  [9889/12000] B19 → 1  EV=3.31
  [9890/12000] B20 → 4  EV=3.55
  [9891/12000] B21 → 3  EV=2.91
  [9892/12000] B22 → 6  EV=3.47
  [9893/12000] B23 → 6  EV=3.96
  [9894/12000] B24 → 3  EV=3.00
  [9895/12000] B25 → 2  EV=3.63
  [9896/12000] B26 → 1  EV=2.85
  [9897/12000] B27 → 1  EV=2.84
  [9898/12000] B28 → 1  EV=2.76
  [9899/12000] B29 → 6  EV=3.91
  [9900/12000] B30 → 1  EV=3.37

  Checkpoint: 9900/12000 (1.1 prompts/sec)

  [9901/12000] B01 → 3  EV=4.14
  [9902/12000] B02 → 6  EV=3.94
  [9903/12000] B03 → 3  EV=2.43
  [9904/12000] B04 → 4  EV=3.87
  [9905/12000] B05 → 4  EV=3.51
  [9906/12000] B06 → 1  EV=2.64
  [9907/12000] B07 → 4  EV=3.43
  [9908/12000] B08 → 3  EV=2.87
  [9909/12000] B09 → 4  EV=3.80
  [9910/12000] B10 → 6  EV=4.23
  [9911/12000] B11 → 4  EV=3.53
  [9912/12000] B12 → 6  EV=4.14
  [9913/12000] B13 → 6  EV=5.72
  [9914/12000] B14 → 1  EV=3.28
  [9915/12000] B15 → 4  EV=3.87
  [9916/12000] B16 → 1  EV=2.48
  [9917/12000] B17 → 4  EV=4.92
  [9918/12000] B18 → 6  EV=4.88
  [9919/12000] B19 → 6  EV=5.33
  [9920/12000] B20 → 4  EV=3.95
  [9921/12000] B21 → 6  EV=4.92
  [9922/12000] B22 → 6  EV=4.66
  [9923/12000] B23 → 4  EV=3.00
  [9924/12000] B24 → 4  EV=3.23
  [9925/12000] B25 → 4  EV=3.50
  [9926/12000] B26 → 1  EV=3.18
  [9927/12000] B27 → 4  EV=3.59
  [9928/12000] B28 → 4  EV=3.58
  [9929/12000] B29 → 4  EV=3.55
  [9930/12000] B30 → 1  EV=2.97
  [9931/12000] B01 → 6  EV=4.59
  [9932/12000] B02 → 7  EV=6.28
  [9933/12000] B03 → 6  EV=4.29
  [9934/12000] B04 → 7  EV=5.74
